Date Time,WaterFlow,,,
10/23/15 12:24 AM,23.3695993695482,,,
10/23/15 12:40 AM,28.002880634854,,,
10/23/15 12:53 AM,23.0658947865484,,,
10/23/15 12:55 AM,29.9728092307638,,,
10/23/15 1:19 AM,5.99795315872227,,,
10/23/15 1:23 AM,15.935222578465,,,
10/23/15 1:50 AM,26.6173303418202,,,
10/23/15 1:55 AM,33.282899655889,,,
10/23/15 1:59 AM,12.426691575101,,,
10/23/15 2:51 AM,21.8334936238113,,,
10/23/15 2:59 AM,8.48364668949971,,,
10/23/15 3:14 AM,29.3369012575767,,,
10/23/15 3:18 AM,19.8091457242972,,,
10/23/15 3:22 AM,31.0197439401775,,,
10/23/15 3:46 AM,18.3399624651749,,,
10/23/15 3:59 AM,16.8885268156998,,,
10/23/15 4:11 AM,13.6643124285464,,,
10/23/15 4:45 AM,17.3000738725561,,,
10/23/15 5:05 AM,23.2609839351772,,,
10/23/15 5:13 AM,8.15249630853636,,,
10/23/15 5:14 AM,19.8756277791356,,,
10/23/15 5:15 AM,32.8864988942409,,,
10/23/15 5:16 AM,22.2603644393994,,,
10/23/15 5:32 AM,5.77836884705413,,,
10/23/15 5:42 AM,32.5455566897859,,,
10/23/15 5:44 AM,30.6877441277999,,,
10/23/15 5:45 AM,29.0809066183293,,,
10/23/15 6:03 AM,30.0477844821576,,,
10/23/15 6:17 AM,5.75245581053139,,,
10/23/15 6:33 AM,30.4141621595266,,,
10/23/15 6:33 AM,26.1757160466797,,,
10/23/15 6:38 AM,27.1553066411061,,,
10/23/15 6:42 AM,13.6059428921459,,,
10/23/15 6:56 AM,11.184568391502,,,
10/23/15 6:59 AM,20.3830573486909,,,
10/23/15 7:36 AM,13.405331121503,,,
10/23/15 7:55 AM,14.4610914444517,,,
10/23/15 7:56 AM,27.2346713184133,,,
10/23/15 8:11 AM,9.08949772483078,,,
10/23/15 8:26 AM,29.1623844387022,,,
10/23/15 8:58 AM,24.1232141249223,,,
10/23/15 9:00 AM,6.207443293013,,,
10/23/15 9:11 AM,27.6669227106908,,,
10/23/15 9:35 AM,29.7818980419363,,,
10/23/15 10:01 AM,19.0354628479175,,,
10/23/15 10:05 AM,14.5390547140593,,,
10/23/15 10:35 AM,16.3048286763534,,,
10/23/15 11:02 AM,9.08959963015093,,,
10/23/15 11:03 AM,24.1604782890718,,,
10/23/15 11:38 AM,33.0134363128534,,,
10/23/15 12:05 PM,14.9247575870736,,,
10/23/15 12:35 PM,20.6884663545152,,,
10/23/15 12:51 PM,25.3963058528891,,,
10/23/15 1:33 PM,21.6618002863848,,,
10/23/15 1:38 PM,23.2140933876848,,,
10/23/15 1:43 PM,3.81118893807338,,,
10/23/15 2:02 PM,37.3000561588,,,
10/23/15 2:09 PM,26.4685004715913,,,
10/23/15 2:10 PM,30.5322298292255,,,
10/23/15 2:25 PM,10.9108862594819,,,
10/23/15 2:36 PM,31.5345571099023,,,
10/23/15 2:47 PM,13.5525253191426,,,
10/23/15 3:14 PM,27.4857923464348,,,
10/23/15 3:36 PM,19.1367873766585,,,
10/23/15 3:39 PM,26.3712152659676,,,
10/23/15 3:51 PM,17.6237574396745,,,
10/23/15 4:03 PM,26.7045836941756,,,
10/23/15 4:14 PM,36.172464859979,,,
10/23/15 4:37 PM,24.1530538038395,,,
10/23/15 4:39 PM,27.5109168786686,,,
10/23/15 4:42 PM,34.6427278521619,,,
10/23/15 4:47 PM,16.1446072218435,,,
10/23/15 5:17 PM,18.2108566667525,,,
10/23/15 5:29 PM,7.48597732573192,,,
10/23/15 5:30 PM,14.8215544223004,,,
10/23/15 6:08 PM,15.4463367596914,,,
10/23/15 6:16 PM,21.0848919359109,,,
10/23/15 6:19 PM,32.985345676427,,,
10/23/15 6:57 PM,13.2702444903416,,,
10/23/15 7:32 PM,15.5317141582238,,,
10/23/15 7:58 PM,22.6788738219553,,,
10/23/15 7:58 PM,19.4046051843983,,,
10/23/15 8:14 PM,23.9967450498246,,,
10/23/15 8:23 PM,18.409485092762,,,
10/23/15 8:28 PM,21.7493918392334,,,
10/23/15 8:28 PM,25.759675069513,,,
10/23/15 8:36 PM,20.2258689325298,,,
10/23/15 8:42 PM,16.5239790103111,,,
10/23/15 8:46 PM,9.32812367234868,,,
10/23/15 8:51 PM,30.1860208743307,,,
10/23/15 9:51 PM,15.0925127057655,,,
10/23/15 10:13 PM,16.5767994099427,,,
10/23/15 10:18 PM,20.8019563034951,,,
10/23/15 11:03 PM,33.2204343489078,,,
10/23/15 11:11 PM,3.4689863002225,,,
10/23/15 11:30 PM,24.9802535508394,,,
10/24/15 12:01 AM,14.8990844685688,,,
10/24/15 12:11 AM,18.8827101537168,,,
10/24/15 12:19 AM,14.917665639893,,,
10/24/15 12:39 AM,14.6113565107646,,,
10/24/15 12:50 AM,8.2917812954641,,,
10/24/15 1:01 AM,32.2248586449367,,,
10/24/15 1:04 AM,12.1160399400924,,,
10/24/15 1:08 AM,3.54022906204661,,,
10/24/15 1:13 AM,29.9550015973743,,,
10/24/15 1:15 AM,10.6854791139559,,,
10/24/15 1:23 AM,4.33385895955284,,,
10/24/15 1:35 AM,31.9067316279151,,,
10/24/15 1:38 AM,19.8585551269246,,,
10/24/15 2:14 AM,27.8236416191838,,,
10/24/15 2:35 AM,30.2432041851209,,,
10/24/15 2:56 AM,27.2248787871165,,,
10/24/15 3:16 AM,17.3596299419033,,,
10/24/15 3:20 AM,23.1146357509978,,,
10/24/15 3:29 AM,17.9686158184578,,,
10/24/15 3:40 AM,18.7975413621361,,,
10/24/15 3:45 AM,15.5434720875673,,,
10/24/15 4:03 AM,21.2896984394753,,,
10/24/15 4:05 AM,14.3681936903375,,,
10/24/15 4:07 AM,37.5291079888,,,
10/24/15 4:07 AM,22.4038612397053,,,
10/24/15 4:08 AM,29.8257190711732,,,
10/24/15 4:14 AM,28.8570147346921,,,
10/24/15 4:30 AM,31.6555587345373,,,
10/24/15 5:34 AM,20.618726868458,,,
10/24/15 5:49 AM,19.8953068587468,,,
10/24/15 6:28 AM,17.6671980981304,,,
10/24/15 6:43 AM,19.6045477811185,,,
10/24/15 6:51 AM,13.2923344661707,,,
10/24/15 7:22 AM,32.9165678740983,,,
10/24/15 7:43 AM,30.5309475283746,,,
